city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population
Lauderhill,Lauderhill,26.1605,-80.2241,United States,US,USA,Florida,,71626
Cleveland,Cleveland,35.1816,-84.8709,United States,US,USA,Tennessee,,71601
Lodi,Lodi,38.1218,-121.2933,United States,US,USA,California,,71515
Wilmington,Wilmington,39.7349,-75.5286,United States,US,USA,Delaware,,71442
Pawtucket,Pawtucket,41.8743,-71.3744,United States,US,USA,Rhode Island,,71427
Wenatchee,Wenatchee,47.4251,-120.329,United States,US,USA,Washington,,71426
Redlands,Redlands,34.0512,-117.171,United States,US,USA,California,,71288
Lynwood,Lynwood,33.924,-118.2017,United States,US,USA,California,,71187
Pittsburg,Pittsburg,38.019,-121.897,United States,US,USA,California,,70679
Passaic,Passaic,40.8574,-74.1281,United States,US,USA,New Jersey,,70635
Pasco,Pasco,46.2499,-119.1271,United States,US,USA,Washington,,70579
Bristol,Bristol,36.5572,-82.2144,United States,US,USA,Tennessee,,70560
Pocatello,Pocatello,42.8716,-112.466,United States,US,USA,Idaho,,70445
Sheboygan,Sheboygan,43.7448,-87.7317,United States,US,USA,Wisconsin,,70436
Janesville,Janesville,42.6855,-89.0137,United States,US,USA,Wisconsin,,70299
Lima,Lima,40.7409,-84.1121,United States,US,USA,Ohio,,70296
Weston,Weston,26.1003,-80.4052,United States,US,USA,Florida,,70015
West Bend,West Bend,43.4184,-88.1823,United States,US,USA,Wisconsin,,69810
North Richland Hills,North Richland Hills,32.8605,-97.218,United States,US,USA,Texas,,69798
Decatur,Decatur,34.5733,-86.9919,United States,US,USA,Alabama,,69660
Hammond,Hammond,30.5059,-90.4561,United States,US,USA,Louisiana,,69616
Maple Grove,Maple Grove,45.1088,-93.4626,United States,US,USA,Minnesota,,69576
Union City,Union City,40.7675,-74.0323,United States,US,USA,New Jersey,,69296
Saint Charles,Saint Charles,38.7957,-90.5155,United States,US,USA,Missouri,,69293
Casper,Casper,42.843,-106.3205,United States,US,USA,Wyoming,,69224
Walnut Creek,Walnut Creek,37.9025,-122.0398,United States,US,USA,California,,69122
South Jordan,South Jordan,40.5571,-111.9783,United States,US,USA,Utah,,69034
Daphne,Daphne,30.6291,-87.8872,United States,US,USA,Alabama,,68940
Cedar Park,Cedar Park,30.5133,-97.818,United States,US,USA,Texas,,68918
Dubuque,Dubuque,42.5007,-90.7064,United States,US,USA,Iowa,,68873
Victoria,Victoria,28.8284,-96.9848,United States,US,USA,Texas,,68845
Woodbury,Woodbury,44.9056,-92.9231,United States,US,USA,Minnesota,,68820
Palatine,Palatine,42.1181,-88.043,United States,US,USA,Illinois,,68766
Mount Vernon,Mount Vernon,48.4203,-122.3114,United States,US,USA,Washington,,68613
Carbondale,Carbondale,37.7219,-89.2237,United States,US,USA,Illinois,,68540
Bossier City,Bossier City,32.5227,-93.6665,United States,US,USA,Louisiana,,68485
Mount Vernon,Mount Vernon,40.9136,-73.8291,United States,US,USA,New York,,68344
Yorba Linda,Yorba Linda,33.889,-117.7714,United States,US,USA,California,,68235
Weirton,Weirton,40.406,-80.5671,United States,US,USA,West Virginia,,68173
Homestead,Homestead,25.4664,-80.4472,United States,US,USA,Florida,,67996
Redondo Beach,Redondo Beach,33.8574,-118.3766,United States,US,USA,California,,67867
Ames,Ames,42.0262,-93.6275,United States,US,USA,Iowa,,67841
Gaithersburg,Gaithersburg,39.1347,-77.213,United States,US,USA,Maryland,,67776
Bay City,Bay City,43.5903,-83.8886,United States,US,USA,Michigan,,67712
DeKalb,DeKalb,41.9299,-88.7478,United States,US,USA,Illinois,,67501
Hanover,Hanover,39.8118,-76.9835,United States,US,USA,Pennsylvania,,67480
Delray Beach,Delray Beach,26.455,-80.0905,United States,US,USA,Florida,,67371
Georgetown,Georgetown,30.6669,-97.694,United States,US,USA,Texas,,67140
Kenner,Kenner,30.0109,-90.2549,United States,US,USA,Louisiana,,67089
Palo Alto,Palo Alto,37.3917,-122.1465,United States,US,USA,California,,67024
Fairbanks,Fairbanks,64.8353,-147.6533,United States,US,USA,Alaska,,66996
South San Francisco,South San Francisco,37.6537,-122.4197,United States,US,USA,California,,66980
Saratoga Springs,Saratoga Springs,43.0674,-73.7775,United States,US,USA,New York,,66945
Petaluma,Petaluma,38.2423,-122.6267,United States,US,USA,California,,66940
Rockville,Rockville,39.0834,-77.1553,United States,US,USA,Maryland,,66940
Sherman,Sherman,33.6266,-96.6195,United States,US,USA,Texas,,66791
Daytona Beach,Daytona Beach,29.1959,-81.0935,United States,US,USA,Florida,,66645
Broomfield,Broomfield,39.9541,-105.0526,United States,US,USA,Colorado,,66529
Grand Forks,Grand Forks,47.912,-97.0751,United States,US,USA,North Dakota,,66487
Eagan,Eagan,44.8168,-93.1638,United States,US,USA,Minnesota,,66428
Los Lunas,Los Lunas,34.8092,-106.7663,United States,US,USA,New Mexico,,66411
North Little Rock,North Little Rock,34.7813,-92.2378,United States,US,USA,Arkansas,,66278
Bayonne,Bayonne,40.6659,-74.1141,United States,US,USA,New Jersey,,66238
Great Falls,Great Falls,47.5016,-111.2993,United States,US,USA,Montana,,65960
Rocky Mount,Rocky Mount,35.9675,-77.8047,United States,US,USA,North Carolina,,65851
Mansfield,Mansfield,32.5692,-97.1208,United States,US,USA,Texas,,65631
Corvallis,Corvallis,44.5697,-123.2781,United States,US,USA,Oregon,,65465
Michigan City,Michigan City,41.7098,-86.8705,United States,US,USA,Indiana,,65356
Alpharetta,Alpharetta,34.0704,-84.2739,United States,US,USA,Georgia,,65338
Parkersburg,Parkersburg,39.2624,-81.5419,United States,US,USA,West Virginia,,65331
Laguna Niguel,Laguna Niguel,33.5275,-117.705,United States,US,USA,California,,65328
San Clemente,San Clemente,33.4498,-117.6103,United States,US,USA,California,,65309
Tamarac,Tamarac,26.2057,-80.2547,United States,US,USA,Florida,,65199
Shawnee,Shawnee,39.0158,-94.8076,United States,US,USA,Kansas,,65194
Longview,Longview,46.1471,-122.9642,United States,US,USA,Washington,,65156
Elmira,Elmira,42.0938,-76.8097,United States,US,USA,New York,,65104
Rogers,Rogers,36.3172,-94.1515,United States,US,USA,Arkansas,,65021
Schenectady,Schenectady,42.8025,-73.9276,United States,US,USA,New York,,64913
Johnstown,Johnstown,40.3258,-78.9194,United States,US,USA,Pennsylvania,,64842
East Orange,East Orange,40.7651,-74.2118,United States,US,USA,New Jersey,,64789
Buckeye,Buckeye,33.4318,-112.643,United States,US,USA,Arizona,,64629
West Des Moines,West Des Moines,41.5527,-93.7803,United States,US,USA,Iowa,,64560
Skokie,Skokie,42.036,-87.74,United States,US,USA,Illinois,,64270
Lake Elsinore,Lake Elsinore,33.6847,-117.3346,United States,US,USA,California,,64205
Eden Prairie,Eden Prairie,44.8487,-93.4595,United States,US,USA,Minnesota,,63914
Wellington,Wellington,26.6464,-80.2708,United States,US,USA,Florida,,63900
Jupiter,Jupiter,26.9195,-80.1123,United States,US,USA,Florida,,63813
Glens Falls,Glens Falls,43.3109,-73.6459,United States,US,USA,New York,,63793
Sammamish,Sammamish,47.6045,-122.0446,United States,US,USA,Washington,,63773
Pico Rivera,Pico Rivera,33.9902,-118.0888,United States,US,USA,California,,63635
Beloit,Beloit,42.523,-89.0184,United States,US,USA,Wisconsin,,63470
Monessen,Monessen,40.1519,-79.8828,United States,US,USA,Pennsylvania,,63467
Montebello,Montebello,34.0155,-118.1107,United States,US,USA,California,,63335
Encinitas,Encinitas,33.0492,-117.2613,United States,US,USA,California,,63131
Waltham,Waltham,42.3889,-71.2423,United States,US,USA,Massachusetts,,63002
Blaine,Blaine,45.1696,-93.2078,United States,US,USA,Minnesota,,62892
Haverhill,Haverhill,42.7838,-71.0871,United States,US,USA,Massachusetts,,62873
Rocklin,Rocklin,38.8078,-121.2491,United States,US,USA,California,,62787
Tulare,Tulare,36.1996,-119.34,United States,US,USA,California,,62779
Council Bluffs,Council Bluffs,41.2369,-95.8518,United States,US,USA,Iowa,,62524
Sebring,Sebring,27.4771,-81.453,United States,US,USA,Florida,,62473
Redmond,Redmond,47.6776,-122.1176,United States,US,USA,Washington,,62458
Gadsden,Gadsden,34.009,-86.0156,United States,US,USA,Alabama,,62402
San Luis Obispo,San Luis Obispo,35.2671,-120.6689,United States,US,USA,California,,62391
Coon Rapids,Coon Rapids,45.1756,-93.3095,United States,US,USA,Minnesota,,62359
North Miami,North Miami,25.9008,-80.1686,United States,US,USA,Florida,,62139
Hamilton,Hamilton,39.3938,-84.5652,United States,US,USA,Ohio,,62127
Rowlett,Rowlett,32.9165,-96.5494,United States,US,USA,Texas,,61999
Lakeville,Lakeville,44.6777,-93.2522,United States,US,USA,Minnesota,,61938
Springfield,Springfield,44.0538,-122.981,United States,US,USA,Oregon,,61893
Beckley,Beckley,37.7878,-81.1841,United States,US,USA,West Virginia,,61693
La Habra,La Habra,33.9278,-117.9513,United States,US,USA,California,,61664
Moore,Moore,35.3294,-97.4758,United States,US,USA,Oklahoma,,61415
Burnsville,Burnsville,44.7648,-93.2794,United States,US,USA,Minnesota,,61290
Taylor,Taylor,42.226,-83.2688,United States,US,USA,Michigan,,61177
Eastvale,Eastvale,33.9617,-117.5803,United States,US,USA,California,,61151
National City,National City,32.6654,-117.0983,United States,US,USA,California,,61147
Lehi,Lehi,40.414,-111.8729,United States,US,USA,Utah,,61130
Mankato,Mankato,44.172,-93.9782,United States,US,USA,Minnesota,,61115
Port Orange,Port Orange,29.1084,-81.0136,United States,US,USA,Florida,,61105
Monterey Park,Monterey Park,34.0497,-118.1325,United States,US,USA,California,,61075
Rome,Rome,34.2657,-85.1863,United States,US,USA,Georgia,,61019
Marietta,Marietta,33.9532,-84.542,United States,US,USA,Georgia,,60941
Malden,Malden,42.4305,-71.0576,United States,US,USA,Massachusetts,,60840
Lakewood,Lakewood,47.1627,-122.5299,United States,US,USA,Washington,,60665
Cupertino,Cupertino,37.3167,-122.0465,United States,US,USA,California,,60643
Brentwood,Brentwood,37.9356,-121.719,United States,US,USA,California,,60532
Albany,Albany,44.6274,-123.0966,United States,US,USA,Oregon,,60463
Taylorsville,Taylorsville,40.657,-111.9493,United States,US,USA,Utah,,60436
Benton Harbor,Benton Harbor,42.116,-86.4484,United States,US,USA,Michigan,,60298
Noblesville,Noblesville,40.0354,-86.0056,United States,US,USA,Indiana,,60183
Bristol,Bristol,41.6812,-72.9407,United States,US,USA,Connecticut,,60147
Morristown,Morristown,36.2043,-83.3,United States,US,USA,Tennessee,,60098
West Allis,West Allis,43.0068,-88.0296,United States,US,USA,Wisconsin,,60087
Gardena,Gardena,33.8944,-118.3073,United States,US,USA,California,,60048
Goldsboro,Goldsboro,35.3777,-77.9721,United States,US,USA,North Carolina,,59969
La Mesa,La Mesa,32.7703,-117.0203,United States,US,USA,California,,59948
Saint Clair Shores,Saint Clair Shores,42.4922,-82.8957,United States,US,USA,Michigan,,59775
Pontiac,Pontiac,42.6493,-83.2878,United States,US,USA,Michigan,,59698
Meriden,Meriden,41.5367,-72.7943,United States,US,USA,Connecticut,,59622
Dublin,Dublin,37.7161,-121.8962,United States,US,USA,California,,59583
Coconut Creek,Coconut Creek,26.2803,-80.1842,United States,US,USA,Florida,,59405
Midland,Midland,43.6239,-84.2316,United States,US,USA,Michigan,,59343
Bangor,Bangor,44.8322,-68.7906,United States,US,USA,Maine,,59259
Chapel Hill,Chapel Hill,35.9271,-79.0387,United States,US,USA,North Carolina,,59246
Pflugerville,Pflugerville,30.4544,-97.6053,United States,US,USA,Texas,,59245
Novi,Novi,42.4786,-83.4893,United States,US,USA,Michigan,,59211
Woodland,Woodland,38.6712,-121.75,United States,US,USA,California,,59117
Royal Oak,Royal Oak,42.5084,-83.1539,United States,US,USA,Michigan,,59006
San Rafael,San Rafael,37.9905,-122.5222,United States,US,USA,California,,58954
Huntington Park,Huntington Park,33.98,-118.2167,United States,US,USA,California,,58879
Orland Park,Orland Park,41.6075,-87.8618,United States,US,USA,Illinois,,58862
Lewiston,Lewiston,44.0915,-70.1681,United States,US,USA,Maine,,58664
Ankeny,Ankeny,41.7279,-93.6033,United States,US,USA,Iowa,,58627
Bartlett,Bartlett,35.2337,-89.8195,United States,US,USA,Tennessee,,58622
Sanford,Sanford,28.7892,-81.276,United States,US,USA,Florida,,58605
Arcadia,Arcadia,34.1342,-118.0373,United States,US,USA,California,,58523
Jefferson City,Jefferson City,38.5677,-92.1757,United States,US,USA,Missouri,admin,58439
Columbus,Columbus,39.2094,-85.9178,United States,US,USA,Indiana,,58406
Bowie,Bowie,38.9577,-76.7421,United States,US,USA,Maryland,,58393
White Plains,White Plains,41.022,-73.7548,United States,US,USA,New York,,58241
Des Plaines,Des Plaines,42.0343,-87.9008,United States,US,USA,Illinois,,58141
Staunton,Staunton,38.1593,-79.0608,United States,US,USA,Virginia,,58077
Doral,Doral,25.815,-80.3565,United States,US,USA,Florida,,57947
Margate,Margate,26.2465,-80.2119,United States,US,USA,Florida,,57870
Santee,Santee,32.8555,-116.9848,United States,US,USA,California,,57834
Hot Springs,Hot Springs,34.4915,-93.0488,United States,US,USA,Arkansas,,57744
Castle Rock,Castle Rock,39.3761,-104.8536,United States,US,USA,Colorado,,57666
Casa Grande,Casa Grande,32.907,-111.7623,United States,US,USA,Arizona,,57635
Carson City,Carson City,39.1512,-119.7474,United States,US,USA,Nevada,admin,57522
Middletown,Middletown,41.4458,-74.4228,United States,US,USA,New York,,57478
Manhattan,Manhattan,39.1883,-96.605,United States,US,USA,Kansas,,57442
Midwest City,Midwest City,35.463,-97.371,United States,US,USA,Oklahoma,,57305
Saint Peters,Saint Peters,38.7825,-90.6061,United States,US,USA,Missouri,,57289
Medford,Medford,42.4234,-71.1087,United States,US,USA,Massachusetts,,57213
Titusville,Titusville,28.5725,-80.8193,United States,US,USA,Florida,,57193
Hendersonville,Hendersonville,36.3063,-86.5997,United States,US,USA,Tennessee,,57050
New Brunswick,New Brunswick,40.487,-74.445,United States,US,USA,New Jersey,,56910
Taunton,Taunton,41.9036,-71.0943,United States,US,USA,Massachusetts,,56843
Tinley Park,Tinley Park,41.5671,-87.8049,United States,US,USA,Illinois,,56831
Diamond Bar,Diamond Bar,33.9992,-117.8161,United States,US,USA,California,,56793
Smyrna,Smyrna,33.864,-84.5169,United States,US,USA,Georgia,,56664
Pittsfield,Pittsfield,42.4517,-73.2605,United States,US,USA,Massachusetts,,56628
Greenwood,Greenwood,39.6019,-86.1073,United States,US,USA,Indiana,,56545
Fountain Valley,Fountain Valley,33.7105,-117.9514,United States,US,USA,California,,56529
Walla Walla,Walla Walla,46.0678,-118.3364,United States,US,USA,Washington,,56509
Oak Lawn,Oak Lawn,41.7139,-87.7528,United States,US,USA,Illinois,,56257
East Stroudsburg,East Stroudsburg,41.0023,-75.1779,United States,US,USA,Pennsylvania,,56230
Novato,Novato,38.092,-122.5576,United States,US,USA,California,,56004
Chicopee,Chicopee,42.1764,-72.5719,United States,US,USA,Massachusetts,,55991
Kingston,Kingston,41.9295,-73.9968,United States,US,USA,New York,,55793
Dearborn Heights,Dearborn Heights,42.3164,-83.2769,United States,US,USA,Michigan,,55761
Berwyn,Berwyn,41.8433,-87.7909,United States,US,USA,Illinois,,55748
Bradenton,Bradenton,27.49,-82.5746,United States,US,USA,Florida,,55687
Hempstead,Hempstead,40.7043,-73.6193,United States,US,USA,New York,,55555
Watertown,Watertown,43.9734,-75.9094,United States,US,USA,New York,,55436
Shoreline,Shoreline,47.7563,-122.3425,United States,US,USA,Washington,,55333
Kettering,Kettering,39.6956,-84.1495,United States,US,USA,Ohio,,55306
Hazleton,Hazleton,40.9504,-75.9724,United States,US,USA,Pennsylvania,,55301
Grants Pass,Grants Pass,42.4334,-123.3318,United States,US,USA,Oregon,,55265
Cape Girardeau,Cape Girardeau,37.3107,-89.5595,United States,US,USA,Missouri,,55253
Cartersville,Cartersville,34.1631,-84.8007,United States,US,USA,Georgia,,55195
Williamsport,Williamsport,41.2398,-77.0371,United States,US,USA,Pennsylvania,,55100
Ithaca,Ithaca,42.4442,-76.5032,United States,US,USA,New York,,54992
Richland,Richland,46.2828,-119.2939,United States,US,USA,Washington,,54989
Highland,Highland,34.1113,-117.1653,United States,US,USA,California,,54939
Paramount,Paramount,33.8976,-118.1651,United States,US,USA,California,,54909
Commerce City,Commerce City,39.8638,-104.8434,United States,US,USA,Colorado,,54869
Huntersville,Huntersville,35.4055,-80.8741,United States,US,USA,North Carolina,,54839
Fond du Lac,Fond du Lac,43.7719,-88.4396,United States,US,USA,Wisconsin,,54811
Euless,Euless,32.8507,-97.0798,United States,US,USA,Texas,,54769
Colton,Colton,34.0538,-117.3254,United States,US,USA,California,,54712
Lake Havasu City,Lake Havasu City,34.5006,-114.3115,United States,US,USA,Arizona,,54662
Arroyo Grande,Arroyo Grande,35.1243,-120.5849,United States,US,USA,California,,54542
West Haven,West Haven,41.2738,-72.9669,United States,US,USA,Connecticut,,54516
Rosemead,Rosemead,34.0688,-118.0823,United States,US,USA,California,,54500
Blue Springs,Blue Springs,39.0124,-94.2722,United States,US,USA,Missouri,,54431
Hoboken,Hoboken,40.7452,-74.0279,United States,US,USA,New Jersey,,54379
Normal,Normal,40.522,-88.9877,United States,US,USA,Illinois,,54264
Brunswick,Brunswick,31.145,-81.474,United States,US,USA,Georgia,,54213
Mount Prospect,Mount Prospect,42.0653,-87.937,United States,US,USA,Illinois,,54171
Eagle Pass,Eagle Pass,28.7118,-100.4832,United States,US,USA,Texas,,54091
Cathedral City,Cathedral City,33.8363,-116.4662,United States,US,USA,California,,54056
Delano,Delano,35.767,-119.2637,United States,US,USA,California,,54030
Palm Beach Gardens,Palm Beach Gardens,26.8489,-80.1654,United States,US,USA,Florida,,53778
Elyria,Elyria,41.3761,-82.1063,United States,US,USA,Ohio,,53715
Grand Island,Grand Island,40.9214,-98.3585,United States,US,USA,Nebraska,,53556
Lewiston,Lewiston,46.3936,-116.9935,United States,US,USA,Idaho,,53520
Bellevue,Bellevue,41.1536,-95.9357,United States,US,USA,Nebraska,,53505
Twin Falls,Twin Falls,42.5631,-114.4637,United States,US,USA,Idaho,,53412
Wheaton,Wheaton,41.856,-88.1083,United States,US,USA,Illinois,,53389
West New York,West New York,40.7856,-74.0093,United States,US,USA,New Jersey,,53343
Yucaipa,Yucaipa,34.0335,-117.0426,United States,US,USA,California,,53309
Southaven,Southaven,34.9514,-89.9787,United States,US,USA,Mississippi,,53214
Revere,Revere,42.4188,-71.004,United States,US,USA,Massachusetts,,53157
Caldwell,Caldwell,43.6458,-116.6595,United States,US,USA,Idaho,,53149
Beaufort,Beaufort,32.4487,-80.7102,United States,US,USA,South Carolina,,53086
Lompoc,Lompoc,34.6617,-120.4714,United States,US,USA,California,,53062
West Sacramento,West Sacramento,38.5556,-121.5504,United States,US,USA,California,,52981
Lenexa,Lenexa,38.9608,-94.802,United States,US,USA,Kansas,,52903
Bloomsburg,Bloomsburg,41.0027,-76.4561,United States,US,USA,Pennsylvania,,52637
Leesburg,Leesburg,39.1057,-77.5543,United States,US,USA,Virginia,,52607
DeSoto,DeSoto,32.5992,-96.8634,United States,US,USA,Texas,,52599
City of Milford (balance),City of Milford (balance),41.2253,-73.0624,United States,US,USA,Connecticut,,52536
Perth Amboy,Perth Amboy,40.5204,-74.2724,United States,US,USA,New Jersey,,52499
Peabody,Peabody,42.5335,-70.9724,United States,US,USA,Massachusetts,,52491
Brookhaven,Brookhaven,33.8746,-84.3315,United States,US,USA,Georgia,,52444
Bozeman,Bozeman,45.6828,-111.0545,United States,US,USA,Montana,,52391
Minnetonka,Minnetonka,44.9324,-93.4601,United States,US,USA,Minnesota,,52369
Palm Desert,Palm Desert,33.7378,-116.3696,United States,US,USA,California,,52231
Placentia,Placentia,33.8807,-117.8553,United States,US,USA,California,,52228
Pinellas Park,Pinellas Park,27.8586,-82.7075,United States,US,USA,Florida,,52137
Grapevine,Grapevine,32.9343,-97.0744,United States,US,USA,Texas,,51971
Apple Valley,Apple Valley,44.7456,-93.2006,United States,US,USA,Minnesota,,51957
Chambersburg,Chambersburg,39.9315,-77.6556,United States,US,USA,Pennsylvania,,51948
Sierra Vista,Sierra Vista,31.5631,-110.3153,United States,US,USA,Arizona,,51927
Tigard,Tigard,45.4243,-122.7827,United States,US,USA,Oregon,,51902
Glendora,Glendora,34.1449,-117.8466,United States,US,USA,California,,51851
Florissant,Florissant,38.7996,-90.3269,United States,US,USA,Missouri,,51776
Oak Park,Oak Park,41.8872,-87.7899,United States,US,USA,Illinois,,51774
Hoffman Estates,Hoffman Estates,42.0638,-88.1463,United States,US,USA,Illinois,,51738
Kentwood,Kentwood,42.8852,-85.5925,United States,US,USA,Michigan,,51689
Hinesville,Hinesville,31.8269,-81.6216,United States,US,USA,Georgia,,51673
New Bern,New Bern,35.0956,-77.0723,United States,US,USA,North Carolina,,51491
Aliso Viejo,Aliso Viejo,33.5792,-117.729,United States,US,USA,California,,51424
Edina,Edina,44.8913,-93.3602,United States,US,USA,Minnesota,,51350
Parker,Parker,39.5075,-104.7746,United States,US,USA,Colorado,,51163
Burien,Burien,47.4761,-122.3393,United States,US,USA,Washington,,50997
Minot,Minot,48.2375,-101.2779,United States,US,USA,North Dakota,,50845
Coral Gables,Coral Gables,25.7037,-80.2715,United States,US,USA,Florida,,50815
Plainfield,Plainfield,40.6153,-74.4159,United States,US,USA,New Jersey,,50636
Cerritos,Cerritos,33.8677,-118.0686,United States,US,USA,California,,50555
Lakewood,Lakewood,41.4824,-81.8008,United States,US,USA,Ohio,,50279
Poway,Poway,32.9872,-117.0201,United States,US,USA,California,,50077
